stop_id,stop_name,stop_lat,stop_lon
16744,41-Kooyong Rd/High St (Armadale),-37.8555850786323,145.020803590932
16745,42-Huntingtower Rd/High St (Armadale),-37.8559963534832,145.023827309351
16746,43-Mercer Rd/High St (Armadale),-37.8562889822279,145.026229094255
16747,44-Glenferrie Rd/High St (Malvern),-37.8567043037329,145.02950282056
16748,45-De La Salle College/High St (Malvern),-37.8571574650463,145.032889240976
16749,46-Fraser St/High St (Malvern),-37.8575575292364,145.035799731109
16750,47-Dixon St/High St (Malvern),-37.8578196735499,145.038009199395
16751,48-Tooronga Rd/High St (Glen Iris),-37.8582720256638,145.041361649363
16752,49-Harold Holt Swim Centre/High St (Glen Iris),-37.8586700474939,145.044704211228
16753,50-Belmont Ave/High St (Glen Iris),-37.8591100354732,145.048409431862
16754,51-Burke Rd/High St (Glen Iris),-37.8594857058288,145.051502596794
16755,52-Boyanda Rd/High St (Glen Iris),-37.8597824715441,145.054188670717
16757,53-Glen Iris Station/High St (Glen Iris),-37.860038267792,145.056580309849
16758,52-Boyanda Rd/High St (Glen Iris),-37.8596137548237,145.053795276896
16759,51-Burke Rd/High St (Glen Iris),-37.8593096654599,145.051211702636
16760,50-Erica Ave/High St (Glen Iris),-37.8589452563451,145.048254647391
16761,49-Harold Holt Swim Centre/High St (Glen Iris),-37.858454372767,145.044198422562
16762,48-Tooronga Rd/High St (Glen Iris),-37.8580775671492,145.041048539387
16764,47-Dixon St/High St (Malvern),-37.8576935640575,145.038012543333
16765,46-Fraser St/High St (Malvern),-37.8573831577274,145.035611134122
16766,45-De La Salle College/High St (Malvern),-37.8569417407218,145.032383499148
16767,44-Glenferrie Rd/High St (Malvern),-37.8565364575433,145.029166307829
16768,43-Mercer Rd/High St (Armadale),-37.8561218890654,145.025938034936
16769,42-Huntingtower Rd/High St (Armadale),-37.85583154364,145.023672587281
16770,41-Kooyong Rd/High St (Armadale),-37.8554191187517,145.020580711877
16771,40-Armadale Station/High St (Armadale),-37.8551185160135,145.018247388115
16772,39-Auburn Gr/High St (Armadale),-37.8546848695829,145.014974291975
16773,38-Orrong Rd/High St (Armadale),-37.8542198880685,145.011452032342
16774,37-Airlie Ave/High St (Prahran),-37.8538661890932,145.008654223863
16775,36-Park Rd/High St (Prahran),-37.8535555751941,145.006275808897
16776,35-Williams Rd/High St (Prahran),-37.8530109496424,145.00232392275
16777,34-Lewisham Rd/High St (Prahran),-37.8526507312802,144.999685499624
16778,33-The Avenue/High St (Prahran),-37.8524343403598,144.998088827111
1696,51-Nott St/Wattletree Rd (Malvern East),-37.8646127817757,145.046570531224
17306,40-North Coburg Terminus/Sydney Rd (Coburg North),-37.7275799981749,144.963650151836
17307,39-Mercy College/Sydney Rd (Coburg North),-37.7298906497122,144.963859170437
17308,38-Carr St/Sydney Rd (Coburg North),-37.7321118173884,144.964626647696
17309,37-Gaffney St/Sydney Rd (Coburg North),-37.733855577222,144.965407237242
17310,36-Rogers St/Sydney Rd (Coburg),-37.7355343214141,144.9660761667
17311,35-St Pauls Catholic Church/Sydney Rd (Coburg),-37.7375046330419,144.96693005852
17312,34-Bell St/Sydney Rd (Coburg),-37.7411587871036,144.966659853407
17313,33-Coburg Market/Sydney Rd (Coburg),-37.7431361532803,144.966356069976
17314,32-Harding St/Sydney Rd (Coburg),-37.7448883276337,144.966058433153
17315,31-Edward St/Sydney Rd (Coburg),-37.7484735438061,144.965449547379
17316,30-The Avenue/Sydney Rd (Coburg),-37.7518605863115,144.96484602495
17317,29-Moore St/Sydney Rd (Coburg),-37.7535046614548,144.96455127064
17318,28-Moreland Rd/Sydney Rd (Coburg),-37.7553108713523,144.964252057159
17319,27-Brunswick Tram Depot/Sydney Rd (Brunswick),-37.7574221603303,144.963876357798
17320,26-Albion St/Sydney Rd (Brunswick),-37.7607377137769,144.963308686831
17321,25-Stewart St/Sydney Rd (Brunswick),-37.7630828003152,144.962903807962
17322,24-Blyth St/Sydney Rd (Brunswick),-37.7653560197257,144.962512224513
17323,23-Victoria St/Sydney Rd (Brunswick),-37.7669822636514,144.962229192841
17324,22-Albert St/Sydney Rd (Brunswick),-37.7687612416234,144.961919248583
17325,21-Glenlyon Rd/Sydney Rd (Brunswick),-37.7713669471506,144.961473053776
17327,19-Brunswick Rd/Sydney Rd (Brunswick),-37.7775848311524,144.960416649999
17328,18-Princes Park/Royal Pde (Parkville),-37.7793826000155,144.960151506131
17329,17-Ievers St/Royal Pde (Parkville),-37.7816841980721,144.959838430183
17330,16-Walker St/Royal Pde (Parkville),-37.7845892964667,144.959508732384
17331,15-Leonard St/Royal Pde (Parkville),-37.7876737550257,144.959128647263
17332,14-Cemetery Road West/Royal Pde (Parkville),-37.7897151117883,144.958879432929
17333,13-Gatehouse St/Royal Pde (Parkville),-37.7924218402772,144.958543751493
17334,12-Morrah St/Royal Pde (Parkville),-37.7955599407928,144.958139380817
17335,11-University of Melbourne/Royal Pde (Parkville),-37.7981053160361,144.957853507901
17591,7-Russell St/Bourke St (Melbourne City),-37.8127776804857,144.968342787054
17593,6-Swanston St/Bourke St (Melbourne City),-37.8135199730419,144.965925611018
17594,5-Elizabeth St/Bourke St (Melbourne City),-37.8142692581705,144.963394600148
17596,4-Queen St/Bourke St (Melbourne City),-37.8149385999175,144.960933895933
17597,3-William St/Bourke St (Melbourne City),-37.8156441155192,144.958483510965
17602,32-Hornby St/High St (Prahran),-37.8521989460251,144.996435851972
17603,31-Chapel St/High St (Prahran),-37.851756467046,144.99320872374
17604,30-Latrobe St/High St (Windsor),-37.8513186403338,144.989731474566
17605,29-Perth St/High St (Windsor),-37.8510500877367,144.987727134116
17606,28-Punt Rd/High St (Windsor),-37.850563561429,144.984046708179
1784,37-Gaffney St/Sydney Rd (Coburg),-37.7340974118228,144.965321186506
17848,1-Spencer St/Bourke St (Melbourne City),-37.8170628127416,144.953514231716
17849,1-Spencer St/Bourke St (Melbourne City),-37.816708503756,144.954387364436
17850,1-Flinders Street Railway Station/Elizabeth St (Melbourne City),-37.8180350427649,144.964892866207
17851,2-Collins St/Elizabeth St (Melbourne City),-37.8153813017061,144.963602590486
17852,3-Bourke Street Mall/Elizabeth St (Melbourne City),-37.8134011738147,144.962702817948
17854,5-Melbourne Central Station/Elizabeth St (Melbourne City),-37.8105584510329,144.961429251208
17856,7-Queen Victoria Market/Elizabeth St (Melbourne City),-37.8066522043983,144.95962848753
17857,8-Peel St/Victoria St (Melbourne City),-37.8059808316788,144.956250866916
17858,9-William St/Victoria St (Melbourne City),-37.8056878135839,144.953907809577
17859,10-Chetwynd St/Victoria St (Melbourne City),-37.8055172520089,144.952390529959
17860,11-Errol St/Victoria St (Melbourne City),-37.8051862643547,144.949423860689
17861,11-Victoria St/Errol St (North Melbourne),-37.804959497497,144.949339269251
17862,10-Chetwynd St/Victoria St (Melbourne City),-37.8054028453396,144.952030231038
17863,9-Howard St/Victoria St (Melbourne City),-37.8055636148477,144.953502345242
17864,8-Peel St/Victoria St (Melbourne City),-37.8058098299096,144.955744464068
17866,9-Haymarket/Elizabeth St (Melbourne City),-37.8019465824166,144.957463766369
17867,10-Royal Melbourne Hospital/Royal Pde (Melbourne City),-37.7999005097903,144.957440632021
17868,10-Royal Melbourne Hospital/Royal Pde (Parkville),-37.7995799817771,144.957665248981
17869,9-Haymarket/Elizabeth St (Melbourne City),-37.8021316538889,144.95774260771
17871,7-Queen Victoria Market/Elizabeth St (Melbourne City),-37.8069539749858,144.959881423069
17873,5-Melbourne Central Station/Elizabeth St (Melbourne City),-37.8111051886903,144.961777700547
17875,3-Bourke Street Mall/Elizabeth St (Melbourne City),-37.8140393577515,144.963128291711
17876,2-Collins St/Elizabeth St (Melbourne City),-37.8160196790695,144.964039437094
17877,1-Flinders Street Railway Station/Elizabeth St (Melbourne City),-37.8178989492806,144.964839803919
17878,12-Melbourne Museum/Nicholson St (Fitzroy),-37.8059735884314,144.9735609721
17879,11-Victoria Pde/Nicholson St (Fitzroy),-37.8075103616723,144.97331450798
17880,10-Albert St/Nicholson St (Fitzroy),-37.8090469382981,144.97305667886
17882,9-Spring St/Bourke St (Melbourne City),-37.8115439967396,144.972579462043
17885,3-William St/Bourke St (Melbourne City),-37.815707315119,144.957970583885
17886,4-Queen St/Bourke St (Melbourne City),-37.8149933929609,144.960455285787
17887,5-Elizabeth St/Bourke St (Melbourne City),-37.8141337532463,144.963375605198
17888,6-Swanston St/Bourke St (Melbourne City),-37.8134022872285,144.965894763121
17889,7-Russell St/Bourke St (Melbourne City),-37.81284131579,144.967852594164
1789,50-Anderson St/Wattletree Rd (Malvern East),-37.864226269092,145.043375161327
17891,9-Spring St/Bourke St (Melbourne City),-37.8114118159135,144.972753463703
17892,10-Albert St/Nicholson St (East Melbourne),-37.8094227142082,144.972898738855
17893,11-Victoria Pde/Nicholson St (East Melbourne),-37.8083083200495,144.973076877145
17894,12-Melbourne Museum/Nicholson St (Fitzroy),-37.8056217080048,144.973536516763
17895,12-St Vincents Plaza/Victoria Pde (East Melbourne),-37.8082797817044,144.976133114639
17896,11-Albert St/Gisborne St (East Melbourne),-37.8093902785535,144.975727953801
17897,10-Parliament Railway Station/Macarthur St (East Melbourne),-37.8123600886458,144.974442764339
17898,8-Spring St/Collins St (Melbourne City),-37.8135581326389,144.973364956067
17901,6-Melbourne Town Hall/Collins St (Melbourne City),-37.815695289447,144.966127174382
17902,5-Elizabeth St/Collins St (Melbourne City),-37.8163410031657,144.96386021165
17903,3-William St/Collins St (Melbourne City),-37.8176070447224,144.959429108104
17905,1-Spencer St/Collins St (Melbourne City),-37.8188819222512,144.954997611138
17906,1-Spencer St/Collins St (Melbourne City),-37.8187730443174,144.954955175574
17908,3-William St/Collins St (Melbourne City),-37.8173721073332,144.959912695737
17910,5-Elizabeth St/Collins St (Melbourne City),-37.8162319316975,144.963806409815
17911,6-Melbourne Town Hall/Collins St (Melbourne City),-37.8155590003195,144.966062756985
17914,8-Spring St/Collins St (Melbourne City),-37.8134312454799,144.97332298856
17915,10-Parliament Railway Station/Macarthur St (East Melbourne),-37.8123579401624,144.974317871838
17917,46-Rosamond Rd/Raleigh Rd (Maribyrnong),-37.7688871740039,144.886728521299
17918,48-Raleigh Rd/Wests Rd (Maribyrnong),-37.7696369311399,144.882813269946
17919,49-Highpoint Shopping Centre/Wests Rd (Maribyrnong),-37.7732477819447,144.882153964074
17920,50-Wests Rd/Williamson Rd (Maribyrnong),-37.7752121401669,144.882143317617
17921,51-Williamson Rd/Rosamond Rd (Maidstone),-37.775842174923,144.885610842864
17922,52-Rosamond Rd/River St (Maribyrnong),-37.7792996745308,144.885444195513
17923,53-Maribyrnong College/River St (Maribyrnong),-37.7796383951944,144.888250341104
17924,54-Gordon St/River St (Maribyrnong),-37.780016532444,144.891248412761
17925,55-Lyric St/Gordon St (Maribyrnong),-37.7822406804958,144.891151132567
17926,56-Edgewater Square/Gordon St (Maribyrnong),-37.7849436913629,144.890620100415
17927,57-Titch St/Gordon St (Footscray),-37.7886440453575,144.889924389874
17928,58-Ballarat Rd/Gordon St (Footscray),-37.7912796667021,144.889656357568
17929,59-Droop St/Ballarat Rd (Footscray),-37.79258435362,144.893571127356
17930,60-Tiernan St/Droop St (Footscray),-37.794890064932,144.895515713716
17931,61-Geelong Rd/Droop St (Footscray),-37.7967933529968,144.897131128735
17932,62-Nicholson St/Hopkins St (Footscray),-37.7998407375745,144.899736344219
17933,63-Hopkins St/Leeds St (Footscray),-37.8000805887133,144.901058340646
17934,64-Footscray Station/Leeds St (Footscray),-37.8012861294815,144.900944709652
17935,40-Epsom Rd/Maribyrnong Rd (Moonee Ponds),-37.7704323009551,144.90512120615
17936,39-Bowen St/Maribyrnong Rd (Moonee Ponds),-37.7708617445155,144.909003068239
17937,38-Hotham St/Maribyrnong Rd (Moonee Ponds),-37.7712361719225,144.912330238095
17938,37-Union Rd/Maribyrnong Rd (Moonee Ponds),-37.7716739860245,144.916189247571
17939,36-86 Maribyrnong Rd (Moonee Ponds),-37.7718914510124,144.918294780623
17940,35-Moore St/Maribyrnong Rd (Moonee Ponds),-37.7722119714655,144.921135380945
17941,34-Ascot Vale Rd/Maribyrnong Rd (Moonee Ponds),-37.7724735799606,144.923705183016
17942,33-Chaucer St/Ascot Vale Rd (Moonee Ponds),-37.7700506031138,144.92428383218
17944,49-Central Park Ave/Cordite Ave (Maribyrnong),-37.7688533409288,144.877829228655
17945,36-St Leonards Rd/Union Rd (Ascot Vale),-37.7735711076006,144.915942976992
17946,35-Bloomfield Rd/Union Rd (Ascot Vale),-37.7758893602206,144.91555997454
17947,34-Burrowes St/Union Rd (Ascot Vale),-37.7785320722097,144.915179182306
17948,33-Melbourne Showgrounds/Union Rd (Ascot Vale),-37.7804539999303,144.914807261485
17949,32-Sandown Rd/Epsom Rd (Ascot Vale),-37.7825874341073,144.916711634274
17950,31-Racing Victoria/161 Epsom Rd (Ascot Vale),-37.7840182538526,144.918124863273
17951,30-Flemington Dr/Epsom Rd (Ascot Vale),-37.7858796164655,144.919934852628
17952,29-Flemington Racecourse/Racecourse Rd (Flemington),-37.7873940752088,144.922004466819
17953,28-Smithfield Rd/Racecourse Rd (Flemington),-37.7876262500965,144.92495034544
17954,26-Newmarket Plaza/Racecourse Rd (Flemington),-37.7879710321469,144.928154271914
17955,25-Wellington St/Racecourse Rd (Flemington),-37.7882686975659,144.93124598947
17956,24-Victoria St/Racecourse Rd (Flemington),-37.7884432609901,144.933489501867
17957,23-Stubbs St/Racecourse Rd (Flemington),-37.7887678095716,144.936580515234
17958,22-Boundary Rd/Racecourse Rd (North Melbourne),-37.7891314841021,144.939852159566
17959,20-Melrose St/Flemington Rd (North Melbourne),-37.7904209591595,144.943506971714
17961,19-Abbotsford St Interchange/Abbotsford St (North Melbourne),-37.7941062974166,144.947095593477
18006,11-Albert St/Gisborne St (East Melbourne),-37.8096945835443,144.975606054967
18009,10-Nicholson St/Victoria Pde (East Melbourne),-37.8080192779964,144.973561839542
18010,9-La Trobe St/Victoria St (Melbourne City),-37.8076046125023,144.970938011066
18011,8-Exhibition St/La Trobe St (Melbourne City),-37.8081033710172,144.969027481611
18012,7-Russell St/La Trobe St (Melbourne City),-37.8088268835543,144.966565547571
18030,6-Swanston St/La Trobe St (Melbourne City),-37.80954995054,144.964080860759
18031,5-Elizabeth St/La Trobe St (Melbourne City),-37.810290978542,144.961595632072
18032,4-Queen St/La Trobe St (Melbourne City),-37.8110051269582,144.959122453396
18033,3-William St/La Trobe St (Melbourne City),-37.8117113966249,144.956717599289
18034,2-King St/La Trobe St (Melbourne City),-37.8124504893058,144.95413004698
18035,1-Spencer St/La Trobe St (Melbourne City),-37.8131468566369,144.951679936074
18037,D10-NewQuay Prom/Docklands Dr (Docklands),-37.8137810526399,144.940507505457
18038,D11-Waterfront City/434 Docklands Dr (Docklands),-37.8144604467614,144.938648391228
18039,D10-NewQuay Prom/Docklands Dr (Docklands),-37.8133119284801,144.941508800813
18040,D1-Etihad Stadium/La Trobe St (Docklands),-37.8145779368076,144.946403652144
18041,119-Spencer St/La Trobe St (Melbourne City),-37.8131826095988,144.951145061354
18042,2-King St/La Trobe St (Melbourne City),-37.8124796139279,144.953731671522
18043,3-William St/La Trobe St (Melbourne City),-37.8117922100587,144.956181494349
18044,4-Queen St/La Trobe St (Melbourne City),-37.8110610943115,144.958711989117
18045,5-Elizabeth St/La Trobe St (Melbourne City),-37.8103547826668,144.961116804687
18046,6-Swanston St/La Trobe St (Melbourne City),-37.8096401984015,144.963567237319
18047,7-Russell St/La Trobe St (Melbourne City),-37.8089089194077,144.966097591997
18048,8-Exhibition St/La Trobe St (Melbourne City),-37.8081850251561,144.968536826555
18049,9-Victoria St/La Trobe St (Melbourne City),-37.8076661072201,144.970322970051
18050,10-Nicholson St/Victoria Pde (Carlton),-37.8078356284022,144.972839915879
18051,12-St Vincents Plaza/Victoria Pde (Fitzroy),-37.8082311995601,144.976452481154
18052,D2-Central Pier/Harbour Esp (Docklands),-37.814409453744,144.945011106799
18053,D3-Bourke St/Harbour Esp (Docklands),-37.8177271522475,144.94612325473
18054,D4-Docklands Park/Harbour Esp (Docklands),-37.8213480234809,144.94756791155
18055,D5-South Wharf/Wurundjeri Way (Docklands),-37.8218006024367,144.95130437397
18056,D6-Flinders Street West/637 Flinders St (Docklands),-37.8214365397743,144.953688797667
18057,18-Chapman St/Abbotsford St (North Melbourne),-37.794959825224,144.946947044166
18058,17-Molesworth St/Abbotsford St (North Melbourne),-37.7963073748915,144.946705315565
18059,16-Haines St/Abbotsford St (North Melbourne),-37.7982838583697,144.946355302985
18060,15-Arden St/Abbotsford St (North Melbourne),-37.8003592230481,144.945991172666
18061,14-Queensberry St/Abbotsford St (North Melbourne),-37.802389548346,144.945628267309
18063,22-Royal Park/Royal Park (Parkville),-37.7913797768155,144.949396828203
18064,23-Macarthur Rd/Royal Park (Parkville),-37.7881060099655,144.949771221097
18065,24-State Netball Hockey Centre/Royal Park (Parkville),-37.7840867464679,144.948735465533
18066,25-Melbourne Zoo/Royal Park (Parkville),-37.7824220338257,144.949394639531
18067,26-Royal Park Station/Royal Park (Parkville),-37.780753001604,144.951359647705
18068,28-Park St/Royal Park (Parkville),-37.7772412481636,144.949969258524
18069,29-Brunswick Rd/Grantham St (Brunswick West),-37.7755376903285,144.948915029137
18071,30-Union Square Shopping Centre/Grantham St (Brunswick West),-37.7723671456195,144.949524892236
18072,31-Grantham St/Dawson St (Brunswick West),-37.77008221216,144.949758306118
18073,32-Foden St/Dawson St (Brunswick),-37.7697885036791,144.947382366468
18074,33-Daly St/Dawson St (Brunswick West),-37.7693990289609,144.944169008089
18075,34-Smith St/Melville Rd (Brunswick),-37.7673114725616,144.943318644467
18076,35-Victoria St/Melville Rd (Brunswick West),-37.7647080305477,144.943890252582
18077,36-Hope St/Melville Rd (Brunswick West),-37.7620401454899,144.944384140438
18078,37-Albion St/Melville Rd (Brunswick West),-37.7585631683439,144.944991188599
18079,38-Jacobs Reserve/Melville Rd (Brunswick West),-37.7566234933475,144.945385384708
18080,39-Mattingley Cres/Melville Rd (Brunswick West),-37.754799725995,144.945708249809
18081,40-Moreland Rd/Melville Rd (Brunswick West),-37.7531629379661,144.945901075068
18082,41-Lever St/Melville Rd (Pascoe Vale South),-37.7493172303387,144.946552202432
18083,42-Reynard St/Melville Rd (Pascoe Vale South),-37.7463986381232,144.944556004701
18084,43-Princes Tce/Melville Rd (Pascoe Vale South),-37.743928111469,144.944998862619
18085,44-Brearley Pde/Melville Rd (Pascoe Vale South),-37.7415921002436,144.945403922718
18086,45-Bell St/Melville Rd (Pascoe Vale South),-37.7394054559774,144.945589213156
18087,3-Market St/Flinders St (Melbourne City),-37.8191989686733,144.9613278651
18089,4-Elizabeth St/Flinders St (Melbourne City),-37.8182034371668,144.964729199967
18090,5-Swanston St/Flinders St (Melbourne City),-37.8175312739955,144.967031018852
18091,6-Russell St/Flinders St (Melbourne City),-37.816461746097,144.970854542583
18092,8-Spring St/Flinders St (Melbourne City),-37.8153188585144,144.974611804409
18093,9-Lansdowne St/Wellington Pde (East Melbourne),-37.8154528504892,144.977164070047
18094,10-Jolimont Rd/Wellington Pde (East Melbourne),-37.8157502872648,144.979791408019
18095,11-Clarendon St/Wellington Pde (East Melbourne),-37.8163411003011,144.984819064115
18097,13-Simpson St/Wellington Pde (East Melbourne),-37.8165403338576,144.986983379958
18098,14-Punt Rd/Wellington Pde (Melbourne City),-37.8173883754267,144.989675381289
18099,14-Punt Rd/Bridge Rd (Richmond),-37.8175327939717,144.99021674427
18100,13-Simpson St/Wellington Pde (East Melbourne),-37.8166031929708,144.986970312458
18102,11-Clarendon St/Wellington Pde (East Melbourne),-37.8162458431575,144.983992388041
18103,10-Jolimont Rd/Wellington Pde (East Melbourne),-37.8157693218314,144.979325139981
18104,9-Lansdowne St/Wellington Pde (Melbourne City),-37.8154712893576,144.976663740613
18105,8-Spring St/Flinders St (Melbourne City),-37.8155366244355,144.974174184246
18108,7B-Rod Laver Arena/Melbourne Park (Melbourne City),-37.8195869683504,144.979130145964
18116,7C-MCG - Hisense Arena/Melbourne Park (Melbourne City),-37.8224309417451,144.983642318437
18118,7D-AAMI Park/Melbourne Park (Melbourne City),-37.8241350986156,144.986856550027
18121,7E-Punt Rd/Swan St (Richmond),-37.8245227690774,144.988447928987
18126,7E-Punt Rd/Swan St (Richmond),-37.8246848217989,144.988966140081
18155,7D-AAMI Park/Melbourne Park (Melbourne City),-37.8238268987733,144.986751315461
18161,7C-MCG - Hisense Arena/Melbourne Park (Melbourne City),-37.8221371188325,144.982798261415
18172,7B-Rod Laver Arena/Melbourne Park (Melbourne City),-37.819349499268,144.978420925071
18173,7-Exhibition St/Flinders St (Melbourne City),-37.8162169607848,144.971815467906
18174,6-Russell St/Flinders St (Melbourne City),-37.8166571764251,144.970167599675
18175,5-Swanston St/Flinders St (Melbourne City),-37.8175890436644,144.967245273711
18176,4-Elizabeth St/Flinders St (Melbourne City),-37.8181415820029,144.965321622806
18178,3-Market St/Flinders St (Melbourne City),-37.8192716181461,144.961359946866
18179,D6-Victoria Police Centre/637 Flinders St (Southbank),-37.8217256919492,144.953215026386
18180,D5-South Wharf/Wurundjeri Way (Docklands),-37.8220270881544,144.950855045773
18181,D4-Docklands Park/Harbour Esp (Docklands),-37.8219068767164,144.947575150645
18182,D3-Bourke St/Harbour Esp (Docklands),-37.8177263599832,144.946077836787
18183,D2-Central Pier/Harbour Esp (Docklands),-37.8145460409416,144.944575658694
18184,125-Clarendon St/Normanby Rd (Southbank),-37.825688033083,144.95668432986
18185,124A-Casino/MCEC/Clarendon St (Southbank),-37.8232890428333,144.956057488426
18186,124-Batman Park/Spencer St (Melbourne City),-37.8216631102213,144.955318465347
18187,122-Southern Cross Railway Station/Spencer St (Melbourne City),-37.8188009193715,144.953966072665
18189,120-Lonsdale St/Spencer St (Melbourne City),-37.8153128594759,144.95238116034
18190,119-La Trobe St/Spencer St (Melbourne City),-37.8134051088308,144.951502408285
18191,119-La Trobe St/Spencer St (Melbourne City),-37.8130880716602,144.951408938279
18192,120-Lonsdale St/Spencer St (Melbourne City),-37.8149601881796,144.952311388325
18193,121-Bourke St/Spencer St (Melbourne City),-37.816904357868,144.953211891683
18194,122-Southern Cross Railway Station/Spencer St (Melbourne City),-37.8187756728879,144.954069011181
18196,124-Batman Park/Spencer St (Melbourne City),-37.8214751375335,144.95539181652
18197,124A-Casino/MCEC/Clarendon St (Southbank),-37.8235908215155,144.956310462766
18198,124B-Whiteman St/Clarendon St (Southbank),-37.8249261464123,144.956921206403
18199,5-Bourke St/William St (Melbourne City),-37.8158743716263,144.958249973131
18200,6-Lonsdale St/William St (Melbourne City),-37.8139036083016,144.957372799845
18201,7-Flagstaff Railway Station/William St (Melbourne City),-37.8120141031838,144.956504789539
18202,8-Franklin St/William St (Melbourne City),-37.8097429288528,144.955454249807
18203,10-Victoria St/Peel St (West Melbourne),-37.8060287677231,144.955897441143
18204,10-Victoria St/Peel St (West Melbourne),-37.8056984480512,144.956076921926
18205,9-Queen Victoria Market/49 Peel St (North Melbourne),-37.8071004567884,144.955856529917
18206,9-Queen Victoria Market/49 Peel St (North Melbourne),-37.806999798225,144.95576843898
18207,8-Franklin St/Peel St (Melbourne City),-37.8094278655943,144.955474299454
18208,7-Flagstaff Railway Station/William St (Melbourne City),-37.8115617606746,144.956403671358
18209,6-Lonsdale St/William St (Melbourne City),-37.813505705049,144.957292892423
18210,5-Bourke St/William St (Melbourne City),-37.8154402422203,144.958159697871
18211,4-Collins St/William St (Melbourne City),-37.8174570216423,144.959092440851
18213,2-Market St/Flinders Lane (Melbourne City),-37.8182725005484,144.960387748998
18214,1-Flinders St/Queens Bridge St (Melbourne City),-37.8195128534123,144.961239706552
18215,112-Casino East/Queens Bridge St (Southbank),-37.8218211213576,144.961312515
18217,115-York St/Kings Way (South Melbourne),-37.8296100090513,144.964074939647
18218,116-Sturt St/Kings Way (Southbank),-37.8305362552186,144.965003884104
